Brand,Model,CPU,GPU,RAM_GB,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Price_SGD,RAM_per_kg
Asus,ExpertBook B9,Intel i5-14600H,Intel Iris Xe,16,1024,False,2.23,15.6,1897.76,7.174887892376682
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4060,16,512,False,2.32,15.6,2646.94,6.8965517241379315
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,AMD Radeon 780M,8,1024,True,2.79,18.4,2469.16,2.867383512544803
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,32,1024,False,1.09,13.3,2365.79,29.357798165137613
Asus,ROG Zephyrus G15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,4096,False,2.12,16.0,2632.42,3.773584905660377
Asus,ZenBook 14,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,4096,True,1.51,15.6,4476.94,84.76821192052981
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,1024,False,1.11,14.0,2688.98,57.65765765765765
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4060,128,1024,False,2.26,15.6,3703.08,56.63716814159292
Asus,VivoBook S15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,1024,False,1.45,13.3,3411.34,22.06896551724138
Asus,ZenBook 14,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,512,False,1.21,14.0,2805.97,26.446280991735538
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,64,2048,False,1.3,13.3,3926.79,49.230769230769226
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,16,256,True,2.1,15.6,2168.06,7.619047619047619
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,Intel Arc A750M,64,256,True,1.43,13.3,2217.68,44.75524475524476
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,4096,False,1.44,13.3,3204.21,22.22222222222222
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,256,False,2.51,18.4,3588.49,50.996015936254985
Asus,ZenBook 14,AMD Ryzen 7 8800H,AMD Radeon 780M,16,4096,False,3.05,18.4,2683.59,5.245901639344263
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,256,True,3.32,18.4,2812.72,9.63855421686747
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 3050,16,256,False,1.04,14.0,1852.89,15.384615384615383
Asus,VivoBook S15,Intel i5-14500H,Intel Iris Xe,16,256,False,1.63,16.0,1817.14,9.815950920245399
Asus,ZenBook 14,AMD Ryzen 7 8800H,NVIDIA RTX 4060,8,2048,True,1.25,13.3,2854.97,6.4
Asus,ZenBook 14,Intel Core Ultra 9 15700H,Intel Arc A750M,32,512,True,1.05,13.3,2053.26,30.476190476190474
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4070,16,256,True,2.52,17.3,3079.28,6.349206349206349
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 3050,8,2048,False,1.43,14.0,1917.89,5.594405594405595
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,512,False,3.05,18.4,3440.4,10.491803278688526
Asus,ROG Zephyrus G15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,16,4096,True,2.24,15.6,3787.41,7.142857142857142
Asus,TUF Gaming F15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,16,512,True,1.05,13.3,2772.19,15.238095238095237
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,4096,False,2.66,17.3,2152.71,6.015037593984962
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,32,1024,True,1.99,15.6,4085.11,16.08040201005025
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4070,128,256,True,1.24,13.3,4270.34,103.22580645161291
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 4050,128,1024,True,1.8,15.6,3311.92,71.11111111111111
Asus,TUF Gaming F15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,4096,False,2.62,17.3,2985.18,3.0534351145038165
Asus,ZenBook 14,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,1024,False,3.08,18.4,3032.65,20.77922077922078
Asus,ZenBook 14,AMD Ryzen 5 8600H,AMD Radeon 680M,8,256,True,2.58,18.4,1887.97,3.1007751937984493
Asus,ZenBook 14,Intel i5-14500H,Intel Iris Xe,32,1024,True,1.17,14.0,2191.04,27.350427350427353
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4070,128,1024,False,1.77,16.0,3927.54,72.31638418079096
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,128,256,True,1.0,14.0,4384.19,128.0
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4080,8,1024,False,1.82,16.0,3618.14,4.395604395604395
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,128,512,True,2.96,17.3,4166.85,43.24324324324324
Asus,TUF Gaming F15,Intel i5-14500H,Intel Iris Xe,32,4096,True,3.23,17.3,2539.3,9.907120743034056
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 3050,16,512,True,2.22,15.6,2006.17,7.207207207207206
Asus,ExpertBook B9,Intel i5-14500H,NVIDIA RTX 4050,32,2048,False,1.9,16.0,2430.84,16.842105263157894
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,256,True,3.18,17.3,2398.19,20.12578616352201
Asus,ZenBook 14,Intel i7-14800H,NVIDIA RTX 4080,64,2048,False,3.05,17.3,4030.37,20.98360655737705
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,2048,False,2.78,17.3,3501.2,23.021582733812952
Asus,ROG Zephyrus G15,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,256,True,2.4,15.6,2813.52,13.333333333333334
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4070,64,256,False,2.03,16.0,3578.06,31.527093596059117
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,2048,True,2.8,17.3,4422.34,45.714285714285715
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,512,False,3.24,17.3,2314.58,19.753086419753085
Asus,TUF Gaming F15,Intel i9-14900HK,NVIDIA RTX 4080,128,256,False,3.17,18.4,4608.91,40.37854889589905
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,32,256,False,2.86,17.3,3487.69,11.18881118881119
Asus,VivoBook S15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,4096,False,2.62,17.3,4091.64,48.854961832061065
Asus,ZenBook 14,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,512,True,1.18,13.3,2865.8,13.559322033898306
Asus,TUF Gaming F15,Intel i9-14900HK,NVIDIA RTX 4080,32,1024,False,1.02,13.3,3865.57,31.372549019607842
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,32,4096,False,1.17,14.0,4229.47,27.350427350427353
Asus,ZenBook 14,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,4096,True,1.18,13.3,4105.63,54.237288135593225
Asus,TUF Gaming F15,Intel i5-14500H,NVIDIA RTX 4050,8,1024,False,1.37,14.0,2033.23,5.839416058394161
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,128,2048,True,1.09,13.3,3937.99,117.43119266055045
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4060,32,256,True,1.67,15.6,2854.64,19.16167664670659
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,4096,True,2.23,15.6,4620.78,57.399103139013455
Asus,ZenBook 14,Intel i7-14700H,NVIDIA RTX 4060,16,256,False,3.12,18.4,2562.39,5.128205128205128
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,4096,True,2.11,16.0,2323.75,3.7914691943127963
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,64,256,True,1.51,16.0,3465.56,42.384105960264904
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,512,True,1.62,15.6,2611.37,39.50617283950617
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 3050,128,256,True,1.24,13.3,2974.05,103.22580645161291
Asus,ExpertBook B9,Intel i7-14800H,NVIDIA RTX 4060,64,256,False,2.06,15.6,3071.05,31.067961165048544
Asus,ZenBook 14,Intel i7-14700H,NVIDIA RTX 4070,128,1024,True,2.62,18.4,4066.77,48.854961832061065
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,2048,False,1.86,15.6,4832.62,68.81720430107526
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,256,True,3.42,18.4,2707.61,18.71345029239766
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,8,256,True,2.85,17.3,3345.74,2.807017543859649
Asus,ROG Zephyrus G15,Intel i5-14500H,Intel Iris Xe,64,256,True,1.42,14.0,2337.99,45.07042253521127
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,4096,False,1.92,16.0,4708.38,66.66666666666667
Asus,TUF Gaming F15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,8,256,False,1.35,13.3,2398.69,5.925925925925926
Asus,TUF Gaming F15,Intel i7-14800H,NVIDIA RTX 4080,16,4096,False,3.04,17.3,3802.26,5.2631578947368425
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,8,256,False,3.19,18.4,2022.51,2.5078369905956115
Asus,VivoBook S15,Intel Core Ultra 9 15700H,Intel Arc A750M,64,512,True,1.0,13.3,2339.02,64.0
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4080,16,512,False,2.2,15.6,3300.75,7.2727272727272725
Asus,ZenBook 14,Intel Core Ultra 9 15700H,Intel Arc A750M,128,2048,False,2.68,17.3,2853.33,47.76119402985074
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,256,False,1.02,14.0,4114.95,62.745098039215684
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,64,1024,True,1.68,15.6,3154.36,38.095238095238095
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,16,1024,False,1.81,15.6,3038.61,8.839779005524862
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 3050,8,256,False,3.37,17.3,1668.79,2.373887240356083
Asus,ROG Zephyrus G15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,4096,False,2.78,18.4,2088.67,2.877697841726619
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,4096,False,1.16,13.3,2714.0,55.17241379310345
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,1024,False,3.14,17.3,1858.63,2.5477707006369426
Asus,VivoBook S15,Intel i5-14500H,NVIDIA RTX 4050,64,512,False,2.68,18.4,2514.57,23.88059701492537
Asus,ZenBook 14,Intel i9-14900HK,NVIDIA RTX 4070,64,512,False,3.18,17.3,3767.09,20.12578616352201
Asus,ZenBook 14,AMD Ryzen 5 8600H,AMD Radeon 680M,64,512,True,2.58,17.3,2420.66,24.806201550387595
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,2048,True,1.49,13.3,2605.02,42.95302013422819
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,64,1024,True,3.18,17.3,2749.17,20.12578616352201
Asus,ZenBook 14,AMD Ryzen 7 8800H,AMD Radeon 780M,32,512,False,2.99,18.4,2527.77,10.702341137123746
Asus,ZenBook 14,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,1024,True,2.33,15.6,4343.02,54.93562231759657
Asus,ROG Zephyrus G15,Intel i5-14500H,Intel Iris Xe,8,256,True,1.05,14.0,1930.78,7.619047619047619
Asus,VivoBook S15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,4096,True,2.95,17.3,4051.05,21.694915254237287
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,Intel Arc A750M,8,256,True,2.2,16.0,1742.81,3.6363636363636362
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,1024,False,1.88,16.0,3045.3,34.04255319148936
Asus,ZenBook 14,Intel i5-14600H,NVIDIA RTX 3050,64,256,False,1.9,16.0,2213.43,33.68421052631579
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,64,1024,True,2.51,18.4,2757.53,25.498007968127492
Asus,ExpertBook B9,Intel i5-14500H,NVIDIA RTX 4050,8,1024,True,1.83,16.0,2225.53,4.371584699453551
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,64,2048,True,1.12,14.0,2970.93,57.14285714285714
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,128,512,True,1.03,14.0,3010.96,124.27184466019418
Asus,VivoBook S15,Intel i5-14500H,Intel Iris Xe,64,4096,True,1.28,14.0,2811.48,50.0
Asus,VivoBook S15,Intel i5-14500H,NVIDIA RTX 3050,16,512,False,1.35,14.0,1751.2,11.851851851851851
Asus,VivoBook S15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,1024,True,1.23,14.0,4538.09,104.0650406504065
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,256,True,2.24,16.0,3468.72,28.57142857142857
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 3050,8,1024,True,1.29,13.3,1987.28,6.201550387596899
Asus,ExpertBook B9,AMD Ryzen 7 8800H,AMD Radeon 780M,128,4096,False,2.59,17.3,3646.55,49.42084942084942
Asus,ROG Zephyrus G15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,1024,True,1.37,14.0,2747.21,5.839416058394161
Asus,ZenBook 14,Intel i7-14800H,NVIDIA RTX 4060,32,512,True,3.46,17.3,2891.81,9.248554913294798
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4070,64,2048,False,3.0,17.3,3545.75,21.333333333333332
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,2048,False,1.14,14.0,4150.74,112.28070175438597
Asus,VivoBook S15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,512,False,2.31,16.0,3659.3,55.41125541125541
Asus,TUF Gaming F15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,2048,True,1.1,14.0,4488.17,116.36363636363636
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,512,False,2.02,15.6,3330.39,31.683168316831683
Asus,TUF Gaming F15,Intel i7-14800H,NVIDIA RTX 4070,128,2048,True,1.19,14.0,4177.55,107.56302521008404
Asus,ExpertBook B9,Intel Core Ultra 7 15500H,Intel Arc A750M,128,1024,False,2.27,15.6,2750.52,56.38766519823788
Asus,ZenBook 14,Intel i5-14500H,Intel Iris Xe,16,4096,False,1.57,15.6,2300.31,10.19108280254777
Asus,ROG Zephyrus G15,AMD Ryzen 7 8800H,AMD Radeon 780M,8,256,False,1.63,15.6,2245.67,4.9079754601226995
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,4096,False,1.28,14.0,2911.43,50.0
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4060,8,512,False,2.44,16.0,2446.07,3.278688524590164
Asus,ZenBook 14,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,512,True,2.39,16.0,3147.94,26.778242677824267
Asus,ExpertBook B9,Intel i5-14500H,Intel Iris Xe,16,256,True,1.45,14.0,1921.07,11.03448275862069
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,8,256,True,2.88,17.3,1844.28,2.7777777777777777
Asus,TUF Gaming F15,Intel i5-14500H,NVIDIA RTX 4050,64,256,False,2.03,16.0,2464.95,31.527093596059117
Asus,VivoBook S15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,4096,True,2.65,18.4,3245.72,12.075471698113208
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,128,512,False,2.75,18.4,4737.16,46.54545454545455
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4080,16,1024,True,1.36,14.0,3514.68,11.76470588235294
Asus,ROG Zephyrus G15,Intel i5-14600H,NVIDIA RTX 3050,128,256,False,1.79,15.6,2794.61,71.50837988826815
Asus,ROG Zephyrus G15,Intel i5-14600H,NVIDIA RTX 4050,16,512,False,3.48,18.4,2113.23,4.597701149425287
Asus,VivoBook S15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,1024,False,2.99,17.3,3240.83,42.80936454849498
Asus,ROG Zephyrus G15,Intel i5-14500H,NVIDIA RTX 3050,64,1024,False,2.63,18.4,2253.71,24.334600760456276
Asus,ZenBook 14,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,1024,False,1.17,13.3,2243.12,13.675213675213676
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,4096,False,1.45,13.3,3364.22,11.03448275862069
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4070,128,4096,True,1.78,15.6,4874.87,71.91011235955057
Asus,ZenBook 14,Intel Core Ultra 7 15500H,Intel Arc A750M,8,1024,True,2.89,18.4,1823.19,2.7681660899653977
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,4096,False,2.63,18.4,3247.48,6.083650190114069
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,128,4096,True,1.61,15.6,3685.94,79.5031055900621
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 4050,32,2048,False,1.4,13.3,2365.08,22.857142857142858
Asus,ROG Zephyrus G15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,4096,False,1.41,13.3,3726.42,22.69503546099291
Dell,Alienware M15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,512,True,1.96,16.0,3334.6,4.081632653061225
Dell,Alienware M15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,4096,True,3.34,18.4,2839.15,9.580838323353294
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,1024,True,1.47,13.3,2473.45,43.53741496598639
Dell,XPS 13,Intel i9-14900HK,NVIDIA RTX 4070,64,256,False,2.46,16.0,3700.38,26.016260162601625
Dell,XPS 13,Intel i5-14500H,Intel Iris Xe,8,1024,True,2.03,16.0,1952.76,3.9408866995073897
Dell,Latitude 7420,Intel i5-14500H,NVIDIA RTX 3050,16,1024,False,2.89,17.3,1907.83,5.536332179930795
Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,4096,True,1.43,14.0,3587.81,44.75524475524476
Dell,Alienware M15,Intel Core Ultra 7 15500H,Intel Arc A750M,32,4096,False,1.23,14.0,2275.48,26.016260162601625
Dell,Latitude 7420,Intel Core Ultra 9 15700H,Intel Arc A750M,32,512,True,2.91,18.4,1967.38,10.996563573883162
Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,256,True,1.34,14.0,2596.59,5.970149253731343
Dell,XPS 13,Intel Core Ultra 7 15500H,Intel Arc A750M,128,256,False,2.46,16.0,2643.55,52.03252032520325
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,256,False,1.21,13.3,2332.91,52.892561983471076
Dell,Latitude 7420,Intel i7-14700H,NVIDIA RTX 4070,8,1024,False,2.39,15.6,2948.04,3.3472803347280333
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,1024,False,2.79,17.3,2345.03,22.939068100358423
Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,512,True,2.14,15.6,3247.8,29.906542056074766
Dell,Latitude 7420,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,64,4096,True,2.46,16.0,3202.06,26.016260162601625
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,4096,True,1.23,13.3,3955.43,52.03252032520325
Dell,Latitude 7420,Intel i5-14600H,NVIDIA RTX 3050,128,2048,True,3.0,18.4,3218.19,42.666666666666664
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,2048,True,3.4,18.4,3477.91,37.64705882352941
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,1024,True,3.06,17.3,4388.64,20.915032679738562
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4070,64,4096,False,1.73,16.0,3740.38,36.994219653179194
Dell,Alienware M15,Intel i9-14900HK,NVIDIA RTX 4070,32,256,True,3.45,17.3,3533.46,9.27536231884058
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,32,2048,True,1.47,14.0,3426.8,21.768707482993197
Dell,Latitude 7420,Intel Core Ultra 7 15500H,Intel Arc A750M,8,512,True,1.03,14.0,1881.59,7.766990291262136
Dell,XPS 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,1024,False,1.49,14.0,2808.63,21.476510067114095
Dell,XPS 13,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,4096,True,1.09,14.0,4813.64,58.715596330275226
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,64,2048,True,1.59,16.0,3599.48,40.25157232704402
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4060,8,1024,True,2.07,16.0,2724.02,3.8647342995169085
Dell,Alienware M15,Intel Core Ultra 7 15500H,Intel Arc A750M,8,512,False,2.9,18.4,1667.53,2.7586206896551726
Dell,Inspiron 15,Intel i7-14800H,NVIDIA RTX 4060,64,1024,True,2.68,18.4,3221.52,23.88059701492537
Dell,XPS 13,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,256,True,3.32,17.3,2943.71,9.63855421686747
Dell,Alienware M15,Intel i5-14500H,NVIDIA RTX 4050,64,512,True,1.11,14.0,2699.37,57.65765765765765
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,512,False,2.81,17.3,3412.78,22.775800711743774
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,128,256,True,3.09,17.3,4102.86,41.42394822006473
Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,512,True,2.77,18.4,3666.62,23.104693140794225
Dell,Alienware M15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,1024,False,2.0,16.0,1668.26,4.0
Dell,Inspiron 15,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,4096,True,1.37,14.0,3393.47,23.357664233576642
Dell,XPS 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,2048,True,2.49,16.0,3944.29,51.40562248995983
Dell,Latitude 7420,AMD Ryzen 5 8600H,AMD Radeon 680M,8,256,True,3.26,17.3,1884.22,2.4539877300613497
Dell,Inspiron 15,AMD Ryzen 5 8600H,AMD Radeon 680M,16,256,True,1.91,16.0,1914.68,8.37696335078534
Dell,XPS 13,Intel Core Ultra 9 15700H,Intel Arc A750M,8,4096,True,3.07,17.3,2215.94,2.6058631921824107
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4060,32,512,False,1.05,14.0,2759.91,30.476190476190474
Dell,Alienware M15,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,4096,False,1.33,14.0,4120.81,96.2406015037594
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,512,True,1.45,13.3,1938.09,11.03448275862069
Dell,Latitude 7420,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,256,True,1.2,14.0,4120.58,106.66666666666667
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4060,32,2048,True,1.3,13.3,3047.69,24.615384615384613
Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,256,True,2.84,18.4,2394.06,22.535211267605636
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4070,16,1024,True,2.05,15.6,3039.02,7.8048780487804885
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,4096,True,1.4,14.0,3869.98,45.714285714285715
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4080,128,1024,True,1.34,13.3,4657.94,95.52238805970148
Dell,XPS 15,Intel i5-14500H,NVIDIA RTX 4050,16,256,False,1.08,13.3,2188.72,14.814814814814813
Dell,XPS 15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,512,False,1.31,13.3,3095.12,48.854961832061065
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,128,256,True,2.16,16.0,2985.13,59.25925925925925
Dell,Inspiron 15,Intel i7-14800H,NVIDIA RTX 4070,128,512,False,1.01,14.0,4050.4,126.73267326732673
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 3050,8,1024,False,1.35,13.3,1761.52,5.925925925925926
Dell,Inspiron 15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,256,True,1.18,13.3,1817.89,6.779661016949153
Dell,Inspiron 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,4096,False,1.17,13.3,4481.93,109.40170940170941
Dell,XPS 15,Intel i5-14600H,NVIDIA RTX 3050,128,256,True,1.33,14.0,2859.15,96.2406015037594
Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,16,4096,True,1.31,13.3,2722.71,12.213740458015266
Dell,Latitude 7420,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,256,False,3.49,17.3,4204.75,18.33810888252149
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,4096,False,3.32,18.4,2982.65,4.819277108433735
Dell,Inspiron 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,32,512,False,2.75,17.3,3186.46,11.636363636363637
Dell,Latitude 7420,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,512,True,1.03,13.3,2366.37,15.533980582524272
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 3050,32,2048,False,1.95,16.0,2179.43,16.410256410256412
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,256,False,1.45,13.3,4258.54,88.27586206896552
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,64,2048,False,2.37,16.0,3601.14,27.004219409282697
Dell,Alienware M15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,2048,True,1.28,13.3,2286.81,25.0
Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,4096,False,1.2,14.0,4154.15,106.66666666666667
Dell,Latitude 7420,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,2048,False,3.29,17.3,4248.3,19.45288753799392
Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4080,16,1024,False,1.39,13.3,3760.76,11.510791366906476
Dell,Latitude 7420,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,1024,False,2.56,17.3,3841.42,50.0
Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,512,False,2.66,18.4,1747.61,3.007518796992481
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4060,8,2048,False,1.01,14.0,2800.36,7.920792079207921
Dell,Inspiron 15,Intel i9-14900HK,NVIDIA RTX 4070,32,4096,True,1.49,14.0,3837.09,21.476510067114095
Dell,XPS 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,1024,True,1.48,13.3,3707.39,86.48648648648648
