Brand,Model,CPU,GPU,RAM_GB,Storage_Type,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Discount_percent,Price_SGD,Brand_Discount,Member_Discount
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,512,TRUE,2.31,16,8.9,1849.93,7,129.50
Asus,VivoBook S15,Intel i7-14700H,NVIDIA RTX 4060,64,SSD,256,TRUE,1.36,13.3,3.1,2007.48,7,140.52
Asus,VivoBook S15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,SSD,256,FALSE,2.21,15.6,1.35,2240.83,7,112.04
Asus,VivoBook S15,Intel i5-14600H,Intel Iris Xe,128,SSD,2048,FALSE,2.5,18.4,5.71,1884.33,7,94.22
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,256,TRUE,1.3,13.3,6.65,2583.38,7,180.84
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 4050,128,SSD,2048,TRUE,1.04,14,11.44,2179.98,7,152.60
Asus,ExpertBook B9,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,4096,TRUE,2.63,17.3,8.73,3064.76,7,153.24
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4080,16,SSD,4096,FALSE,1.01,13.3,8.25,2901.5,7,203.11
Asus,ZenBook 14,Intel i5-14600H,NVIDIA RTX 4050,8,SSD,256,FALSE,2.52,18.4,4.17,1306.61,7,65.33
Asus,ROG Zephyrus G15,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,2048,FALSE,2.75,18.4,14.22,1637.83,7,81.89
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,1024,TRUE,1.43,13.3,4.46,1409.16,7,84.55
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,SSD,4096,FALSE,3.32,17.3,1.1,2030.76,7,121.85
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,512,FALSE,1.47,14,7.94,1578.81,7,78.94
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,SSD,256,TRUE,1.02,13.3,2.44,1618.12,7,113.27
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,512,FALSE,2.01,16,5.88,3040.58,7,212.84
Asus,TUF Gaming F15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,SSD,2048,FALSE,3.26,17.3,12.99,2714.44,7,190.01
Asus,ExpertBook B9,Intel i7-14800H,NVIDIA RTX 4070,16,SSD,4096,TRUE,1.76,15.6,14.02,2514.05,7,175.98
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,SSD,4096,FALSE,2.02,16,6.42,1773.41,7,106.40
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4060,128,SSD,2048,FALSE,2.63,17.3,10.83,2188.29,7,109.41
Asus,ROG Zephyrus G15,Intel i5-14500H,Intel Iris Xe,128,SSD,1024,TRUE,2.48,16,6.19,1855.19,7,111.31
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4070,32,SSD,512,FALSE,1.55,16,13.65,1935.6,7,135.49
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,SSD,256,TRUE,2.91,17.3,1.78,2141.63,7,149.91
Asus,VivoBook S15,Intel i5-14500H,NVIDIA RTX 4050,32,SSD,1024,TRUE,2.58,17.3,11.34,1540.06,7,107.80
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,2048,FALSE,3.08,17.3,3.12,2748.78,7,192.41
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,128,SSD,4096,TRUE,1.25,14,11.84,2664.2,7,159.85
Asus,ExpertBook B9,Intel i5-14600H,Intel Iris Xe,16,SSD,1024,FALSE,2.23,15.6,5.4,1265.77,7,63.29
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,512,FALSE,2.32,15.6,11.42,1497.87,7,104.85
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,AMD Radeon 780M,8,SSD,1024,TRUE,2.79,18.4,1.16,1580.32,7,94.82
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,32,SSD,1024,FALSE,1.09,13.3,5.38,1563.18,7,78.16
Asus,ROG Zephyrus G15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,SSD,4096,FALSE,2.12,16,0.61,2209.52,7,154.67
Asus,ZenBook 14,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,4096,TRUE,1.51,15.6,12.95,3519.46,7,175.97
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,SSD,1024,FALSE,1.11,14,14.69,1523.39,7,76.17
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4060,128,SSD,1024,FALSE,2.26,15.6,12.36,2016.81,7,100.84
Asus,VivoBook S15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,SSD,1024,FALSE,1.45,13.3,10.78,2225.19,7,155.76
Asus,ZenBook 14,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,SSD,512,FALSE,1.21,14,13.69,1540.38,7,92.42
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,64,SSD,2048,FALSE,1.3,13.3,11.81,2534.48,7,126.72
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,16,SSD,256,TRUE,2.1,15.6,12.97,1338.14,7,66.91
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,Intel Arc A750M,64,SSD,256,TRUE,1.43,13.3,13.61,2265.28,7,158.57
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,SSD,4096,FALSE,1.44,13.3,8,2005.28,7,100.26
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,SSD,256,FALSE,2.51,18.4,3.72,1973.85,7,98.69
Asus,ZenBook 14,AMD Ryzen 7 8800H,AMD Radeon 780M,16,SSD,4096,FALSE,3.05,18.4,11.34,1672.39,7,83.62
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,SSD,256,TRUE,3.32,18.4,11.13,2319.76,7,162.38
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 3050,16,SSD,256,FALSE,1.04,14,5.26,1339.17,7,93.74
Asus,VivoBook S15,Intel i5-14500H,Intel Iris Xe,16,SSD,256,FALSE,1.63,16,5.6,1139.14,7,68.35
Asus,ZenBook 14,AMD Ryzen 7 8800H,NVIDIA RTX 4060,8,SSD,2048,TRUE,1.25,13.3,5.77,1925.34,7,134.77
Asus,ZenBook 14,Intel Core Ultra 9 15700H,Intel Arc A750M,32,SSD,512,TRUE,1.05,13.3,10.18,2283.9,7,137.03
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4070,16,SSD,256,TRUE,2.52,17.3,3.97,2202.48,7,110.12
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 3050,8,SSD,2048,FALSE,1.43,14,12.04,1429.76,7,100.08
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,SSD,512,FALSE,3.05,18.4,13.32,2036.39,7,101.82
Asus,ROG Zephyrus G15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,16,SSD,4096,TRUE,2.24,15.6,13.01,2588.46,7,155.31
Asus,TUF Gaming F15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,16,SSD,512,TRUE,1.05,13.3,6.54,2508.86,7,150.53
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,SSD,4096,FALSE,2.66,17.3,6.78,1712.61,7,85.63
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,1024,TRUE,1.99,15.6,2.98,2767.07,7,138.35
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,256,TRUE,1.24,13.3,2.3,3084.74,7,185.08
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 4050,128,SSD,1024,TRUE,1.8,15.6,9.79,2009.12,7,120.55
Asus,TUF Gaming F15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,4096,FALSE,2.62,17.3,7.34,2686.14,7,161.17
Asus,ZenBook 14,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,SSD,1024,FALSE,3.08,18.4,10.78,2307.58,7,115.38
Asus,ZenBook 14,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,256,TRUE,2.58,18.4,1.21,1298.45,7,90.89
Asus,ZenBook 14,Intel i5-14500H,Intel Iris Xe,32,SSD,1024,TRUE,1.17,14,9.66,1440.06,7,100.80
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,1024,FALSE,1.77,16,2.72,2774.68,7,194.23
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,256,TRUE,1,14,6.62,2986.08,7,149.30
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4080,8,SSD,1024,FALSE,1.82,16,10.26,2288.53,7,114.43
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,512,TRUE,2.96,17.3,9.07,2706.94,7,162.42
Asus,TUF Gaming F15,Intel i5-14500H,Intel Iris Xe,32,SSD,4096,TRUE,3.23,17.3,3.7,1862.74,7,93.14
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 3050,16,SSD,512,TRUE,2.22,15.6,10.95,1384.54,7,69.23
Asus,ExpertBook B9,Intel i5-14500H,NVIDIA RTX 4050,32,SSD,2048,FALSE,1.9,16,9.36,1585.72,7,95.14
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,SSD,256,TRUE,3.18,17.3,12.72,1474.47,7,73.72
Asus,ZenBook 14,Intel i7-14800H,NVIDIA RTX 4080,64,SSD,2048,FALSE,3.05,17.3,14.28,2473.18,7,173.12
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,2048,FALSE,2.78,17.3,8.89,2408.78,7,120.44
Asus,ROG Zephyrus G15,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,SSD,256,TRUE,2.4,15.6,6.15,1649.1,7,98.95
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,256,FALSE,2.03,16,11.93,2237.09,7,111.85
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,2048,TRUE,2.8,17.3,0.14,3329.48,7,166.47
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,SSD,512,FALSE,3.24,17.3,5.53,1397.63,7,83.86
Asus,TUF Gaming F15,Intel i9-14900HK,NVIDIA RTX 4080,128,SSD,256,FALSE,3.17,18.4,8.71,2793.78,7,139.69
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,256,FALSE,2.86,17.3,7.46,2174.05,7,130.44
Asus,VivoBook S15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,SSD,4096,FALSE,2.62,17.3,8.83,3289.27,7,230.25
Asus,ZenBook 14,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,SSD,512,TRUE,1.18,13.3,8.85,1631.02,7,81.55
Asus,TUF Gaming F15,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,1024,FALSE,1.02,13.3,12.88,2425.52,7,169.79
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,4096,FALSE,1.17,14,1.12,3195.45,7,191.73
Asus,ZenBook 14,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,SSD,4096,TRUE,1.18,13.3,12.66,3231.14,7,226.18
Asus,TUF Gaming F15,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,1024,FALSE,1.37,14,4.75,1437.26,7,100.61
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,128,SSD,2048,TRUE,1.09,13.3,9.72,2507.6,7,125.38
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,256,TRUE,1.67,15.6,10.13,1699.35,7,118.95
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,SSD,4096,TRUE,2.23,15.6,0.04,3432.82,7,205.97
Asus,ZenBook 14,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,256,FALSE,3.12,18.4,14.87,1396.72,7,97.77
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,4096,TRUE,2.11,16,3.59,1773.71,7,124.16
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,64,SSD,256,TRUE,1.51,16,1.23,2581.67,7,154.90
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,SSD,512,TRUE,1.62,15.6,7.37,1683.14,7,84.16
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,256,TRUE,1.24,13.3,8.82,1899.45,7,113.97
Asus,ExpertBook B9,Intel i7-14800H,NVIDIA RTX 4060,64,SSD,256,FALSE,2.06,15.6,3.78,1863.48,7,111.81
Asus,ZenBook 14,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,1024,TRUE,2.62,18.4,9.95,2702.23,7,189.16
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,SSD,2048,FALSE,1.86,15.6,11.11,2987.83,7,179.27
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,SSD,256,TRUE,3.42,18.4,5.51,1643.54,7,98.61
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,8,SSD,256,TRUE,2.85,17.3,4.63,2269.9,7,158.89
Asus,ROG Zephyrus G15,Intel i5-14500H,Intel Iris Xe,64,SSD,256,TRUE,1.42,14,12.88,1390.27,7,97.32
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,4096,FALSE,1.92,16,3.22,3364.54,7,235.52
Asus,TUF Gaming F15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,8,SSD,256,FALSE,1.35,13.3,14.55,1860.05,7,130.20
Asus,TUF Gaming F15,Intel i7-14800H,NVIDIA RTX 4080,16,SSD,4096,FALSE,3.04,17.3,10.37,2592.48,7,129.62
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,8,SSD,256,FALSE,3.19,18.4,10.8,1216.16,7,85.13
Asus,VivoBook S15,Intel Core Ultra 9 15700H,Intel Arc A750M,64,SSD,512,TRUE,1,13.3,9.4,2481.35,7,124.07
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4080,16,SSD,512,FALSE,2.2,15.6,8.94,2143.66,7,128.62
Asus,ZenBook 14,Intel Core Ultra 9 15700H,Intel Arc A750M,128,SSD,2048,FALSE,2.68,17.3,12.88,2676.57,7,133.83
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,256,FALSE,1.02,14,8.09,2536.58,7,126.83
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,64,SSD,1024,TRUE,1.68,15.6,9.25,2031.82,7,121.91
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,16,SSD,1024,FALSE,1.81,15.6,3.34,2216,7,132.96
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 3050,8,SSD,256,FALSE,3.37,17.3,9.43,1190.43,7,71.43
Asus,ROG Zephyrus G15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,SSD,4096,FALSE,2.78,18.4,6.89,2489.11,7,124.46
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,SSD,4096,FALSE,1.16,13.3,0.28,2137.52,7,106.88
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,1024,FALSE,3.14,17.3,13.89,1114.96,7,66.90
Asus,VivoBook S15,Intel i5-14500H,NVIDIA RTX 4050,64,SSD,512,FALSE,2.68,18.4,2.88,1611.58,7,96.69
Asus,ZenBook 14,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,512,FALSE,3.18,17.3,1.67,2543.2,7,127.16
Asus,ZenBook 14,AMD Ryzen 5 8600H,AMD Radeon 680M,64,SSD,512,TRUE,2.58,17.3,0.16,1626.78,7,113.87
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,SSD,2048,TRUE,1.49,13.3,6.26,1778.39,7,124.49
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,64,SSD,1024,TRUE,3.18,17.3,11.27,1676.3,7,83.82
Asus,ZenBook 14,AMD Ryzen 7 8800H,AMD Radeon 780M,32,SSD,512,FALSE,2.99,18.4,10.17,1338.66,7,93.71
Asus,ZenBook 14,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,1024,TRUE,2.33,15.6,12.7,2756.44,7,165.39
Asus,ROG Zephyrus G15,Intel i5-14500H,Intel Iris Xe,8,SSD,256,TRUE,1.05,14,7.57,1247.09,7,74.83
Asus,VivoBook S15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,SSD,4096,TRUE,2.95,17.3,0.11,3571.02,7,178.55
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,Intel Arc A750M,8,SSD,256,TRUE,2.2,16,5.23,2131.14,7,106.56
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,1024,FALSE,1.88,16,3.54,1904.32,7,114.26
Asus,ZenBook 14,Intel i5-14600H,NVIDIA RTX 3050,64,SSD,256,FALSE,1.9,16,10.14,1429.51,7,71.48
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,1024,TRUE,2.51,18.4,4.5,1823.28,7,91.16
Asus,ExpertBook B9,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,1024,TRUE,1.83,16,9.68,1474.96,7,103.25
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,2048,TRUE,1.12,14,3.28,2067.47,7,124.05
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,128,SSD,512,TRUE,1.03,14,11.9,1760.51,7,88.03
Asus,VivoBook S15,Intel i5-14500H,Intel Iris Xe,64,SSD,4096,TRUE,1.28,14,11.22,1909.91,7,114.59
Asus,VivoBook S15,Intel i5-14500H,NVIDIA RTX 3050,16,SSD,512,FALSE,1.35,14,1.48,1400.84,7,98.06
Asus,VivoBook S15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,1024,TRUE,1.23,14,10.25,2923.52,7,204.65
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,256,TRUE,2.24,16,13.53,2159.89,7,107.99
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 3050,8,SSD,1024,TRUE,1.29,13.3,9.35,1482.69,7,103.79
Asus,ExpertBook B9,AMD Ryzen 7 8800H,AMD Radeon 780M,128,SSD,4096,FALSE,2.59,17.3,11.25,2150.33,7,107.52
Asus,ROG Zephyrus G15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,1024,TRUE,1.37,14,14.48,2295.28,7,137.72
Asus,ZenBook 14,Intel i7-14800H,NVIDIA RTX 4060,32,SSD,512,TRUE,3.46,17.3,13.72,1702.99,7,85.15
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4070,64,SSD,2048,FALSE,3,17.3,7.8,2501.43,7,125.07
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,SSD,2048,FALSE,1.14,14,11.09,2722.59,7,136.13
Asus,VivoBook S15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,SSD,512,FALSE,2.31,16,12.79,1897.63,7,94.88
Asus,TUF Gaming F15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,2048,TRUE,1.1,14,6.69,3556.38,7,248.95
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,512,FALSE,2.02,15.6,3.02,2318.33,7,162.28
Asus,TUF Gaming F15,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,2048,TRUE,1.19,14,4.71,3203.9,7,192.23
Asus,ExpertBook B9,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,1024,FALSE,2.27,15.6,11.46,2395.76,7,119.79
Asus,ZenBook 14,Intel i5-14500H,Intel Iris Xe,16,SSD,4096,FALSE,1.57,15.6,9.55,1572.99,7,110.11
Asus,ROG Zephyrus G15,AMD Ryzen 7 8800H,AMD Radeon 780M,8,SSD,256,FALSE,1.63,15.6,10.57,1202.11,7,60.11
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,SSD,4096,FALSE,1.28,14,7.7,2014.28,7,120.86
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4060,8,SSD,512,FALSE,2.44,16,2.66,1604.14,7,96.25
Asus,ZenBook 14,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,SSD,512,TRUE,2.39,16,6.29,2499.9,7,174.99
Asus,ExpertBook B9,Intel i5-14500H,Intel Iris Xe,16,SSD,256,TRUE,1.45,14,13.84,1176.59,7,58.83
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,8,SSD,256,TRUE,2.88,17.3,7.34,1317.84,7,92.25
Asus,TUF Gaming F15,Intel i5-14500H,NVIDIA RTX 4050,64,SSD,256,FALSE,2.03,16,5.98,1519.82,7,106.39
Asus,VivoBook S15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,SSD,4096,TRUE,2.65,18.4,2.76,2284.17,7,137.05
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,128,SSD,512,FALSE,2.75,18.4,3.3,3016.88,7,211.18
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4080,16,SSD,1024,TRUE,1.36,14,5.93,2518.86,7,151.13
Asus,ROG Zephyrus G15,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,256,FALSE,1.79,15.6,9.79,1698.34,7,101.90
Asus,ROG Zephyrus G15,Intel i5-14600H,NVIDIA RTX 4050,16,SSD,512,FALSE,3.48,18.4,9.25,1319.6,7,92.37
Asus,VivoBook S15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,SSD,1024,FALSE,2.99,17.3,0.41,2392.33,7,143.54
Asus,ROG Zephyrus G15,Intel i5-14500H,NVIDIA RTX 3050,64,SSD,1024,FALSE,2.63,18.4,8.91,1538.75,7,107.71
Asus,ZenBook 14,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,SSD,1024,FALSE,1.17,13.3,14.6,1320.45,7,92.43
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,SSD,4096,FALSE,1.45,13.3,13.63,2303.9,7,115.20
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,4096,TRUE,1.78,15.6,0.61,3706.99,7,259.49
Asus,ZenBook 14,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,1024,TRUE,2.89,18.4,1.97,2167.34,7,130.04
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,SSD,4096,FALSE,2.63,18.4,14.61,2228.65,7,111.43
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,128,SSD,4096,TRUE,1.61,15.6,0.61,2623.89,7,131.19
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 4050,32,SSD,2048,FALSE,1.4,13.3,6.05,1690.37,7,101.42
Asus,ROG Zephyrus G15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,SSD,4096,FALSE,1.41,13.3,12.92,2580.14,7,154.81
Dell,Alienware M15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,SSD,512,TRUE,1.96,16,10.59,2402.43,3,168.17
Dell,Alienware M15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,SSD,4096,TRUE,3.34,18.4,1.33,2339.04,3,140.34
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,SSD,1024,TRUE,1.47,13.3,0.75,1944.6,3,116.68
Dell,XPS 13,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,256,FALSE,2.46,16,4.63,2707.26,3,135.36
Dell,XPS 13,Intel i5-14500H,Intel Iris Xe,8,SSD,1024,TRUE,2.03,16,2.46,1563.97,3,109.48
Dell,Latitude 7420,Intel i5-14500H,NVIDIA RTX 3050,16,SSD,1024,FALSE,2.89,17.3,13.14,1427.17,3,99.90
Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,SSD,4096,TRUE,1.43,14,0,3906.55,3,195.33
Dell,Alienware M15,Intel Core Ultra 7 15500H,Intel Arc A750M,32,SSD,4096,FALSE,1.23,14,5.07,2896.32,3,202.74
Dell,Latitude 7420,Intel Core Ultra 9 15700H,Intel Arc A750M,32,SSD,512,TRUE,2.91,18.4,12.84,2387.35,3,119.37
Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,256,TRUE,1.34,14,5.22,2698.75,3,161.93
Dell,XPS 13,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,256,FALSE,2.46,16,1.39,2820.44,3,197.43
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,SSD,256,FALSE,1.21,13.3,11.99,1459.03,3,72.95
Dell,Latitude 7420,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,1024,FALSE,2.39,15.6,11.97,2129.45,3,106.47
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,SSD,1024,FALSE,2.79,17.3,0.26,1745.8,3,122.21
Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,SSD,512,TRUE,2.14,15.6,13.97,2760.09,3,165.61
Dell,Latitude 7420,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,64,SSD,4096,TRUE,2.46,16,12.21,2610.22,3,156.61
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,4096,TRUE,1.23,13.3,12.47,3147.88,3,157.39
Dell,Latitude 7420,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,2048,TRUE,3,18.4,4.95,2463.53,3,147.81
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,SSD,2048,TRUE,3.4,18.4,3.02,2524.88,3,151.49
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,1024,TRUE,3.06,17.3,11.99,2929.88,3,146.49
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4070,64,SSD,4096,FALSE,1.73,16,8.22,3127.45,3,187.65
Dell,Alienware M15,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,256,TRUE,3.45,17.3,6.57,2642.46,3,158.55
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,32,SSD,2048,TRUE,1.47,14,1.08,2985.64,3,179.14
Dell,Latitude 7420,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,512,TRUE,1.03,14,14.57,2121.44,3,106.07
